Code,GeoFips,GeoName,TimePeriod,Description,CL_UNIT,UNIT_MULT,DataValue,NoteRef,PI
SAINC1-2,23000,Maine,2013,Population (persons),Number of persons,0,"1,332,596",,1332596.0
SARPI-4,23000,Maine,2013,Real per capita PCE (constant (2012) dollars),Constant 2012 dollars,0,"38,658",,38658.0
SARPI-2,23000,Maine,2013,Real per capita personal income (constant (2012) dollars),Constant 2012 dollars,0,"41,346",,41346.0
SAINC1-3,24000,Maryland,2013,Per capita personal income (dollars),Dollars,0,"52,249",,52249.0
SAINC1-2,24000,Maryland,2013,Population (persons),Number of persons,0,"5,962,350",,5962350.0
SARPI-4,24000,Maryland,2013,Real per capita PCE (constant (2012) dollars),Constant 2012 dollars,0,"36,249",,36249.0
SARPI-2,24000,Maryland,2013,Real per capita personal income (constant (2012) dollars),Constant 2012 dollars,0,"48,024",,48024.0
SAINC1-3,25000,Massachusetts,2013,Per capita personal income (dollars),Dollars,0,"56,628",,56628.0
SAINC1-2,25000,Massachusetts,2013,Population (persons),Number of persons,0,"6,756,583",,6756583.0
SARPI-4,25000,Massachusetts,2013,Real per capita PCE (constant (2012) dollars),Constant 2012 dollars,0,"43,287",,43287.0
SARPI-2,25000,Massachusetts,2013,Real per capita personal income (constant (2012) dollars),Constant 2012 dollars,0,"54,819",,54819.0
SAINC1-3,26000,Michigan,2013,Per capita personal income (dollars),Dollars,0,"39,566",,39566.0
SAINC1-2,26000,Michigan,2013,Population (persons),Number of persons,0,"9,947,308",,9947308.0
SARPI-4,26000,Michigan,2013,Real per capita PCE (constant (2012) dollars),Constant 2012 dollars,0,"35,777",,35777.0
SARPI-2,26000,Michigan,2013,Real per capita personal income (constant (2012) dollars),Constant 2012 dollars,0,"41,251",,41251.0
SAINC1-3,27000,Minnesota,2013,Per capita personal income (dollars),Dollars,0,"47,838",,47838.0
SAINC1-2,27000,Minnesota,2013,Population (persons),Number of persons,0,"5,430,428",,5430428.0
SARPI-4,27000,Minnesota,2013,Real per capita PCE (constant (2012) dollars),Constant 2012 dollars,0,"39,362",,39362.0
SARPI-2,27000,Minnesota,2013,Real per capita personal income (constant (2012) dollars),Constant 2012 dollars,0,"48,414",,48414.0
SAINC1-3,28000,Mississippi,2013,Per capita personal income (dollars),Dollars,0,"34,259",,34259.0
SAINC1-2,28000,Mississippi,2013,Population (persons),Number of persons,0,"2,986,574",,2986574.0
SARPI-4,28000,Mississippi,2013,Real per capita PCE (constant (2012) dollars),Constant 2012 dollars,0,"30,767",,30767.0
SARPI-2,28000,Mississippi,2013,Real per capita personal income (constant (2012) dollars),Constant 2012 dollars,0,"37,669",,37669.0
SAINC1-3,29000,Missouri,2013,Per capita personal income (dollars),Dollars,0,"40,569",,40569.0
SAINC1-2,29000,Missouri,2013,Population (persons),Number of persons,0,"6,044,003",,6044003.0
SARPI-4,29000,Missouri,2013,Real per capita PCE (constant (2012) dollars),Constant 2012 dollars,0,"36,670",,36670.0
SARPI-2,29000,Missouri,2013,Real per capita personal income (constant (2012) dollars),Constant 2012 dollars,0,"42,864",,42864.0
SAINC1-3,30000,Montana,2013,Per capita personal income (dollars),Dollars,0,"40,674",,40674.0
SAINC1-2,30000,Montana,2013,Population (persons),Number of persons,0,"1,015,933",,1015933.0
SARPI-4,30000,Montana,2013,Real per capita PCE (constant (2012) dollars),Constant 2012 dollars,0,"37,682",,37682.0
SARPI-2,30000,Montana,2013,Real per capita personal income (constant (2012) dollars),Constant 2012 dollars,0,"42,869",,42869.0
SAINC1-3,31000,Nebraska,2013,Per capita personal income (dollars),Dollars,0,"46,653",,46653.0
SAINC1-2,31000,Nebraska,2013,Population (persons),Number of persons,0,"1,873,369",,1873369.0
SARPI-4,31000,Nebraska,2013,Real per capita PCE (constant (2012) dollars),Constant 2012 dollars,0,"37,585",,37585.0
SARPI-2,31000,Nebraska,2013,Real per capita personal income (constant (2012) dollars),Constant 2012 dollars,0,"49,850",,49850.0
SAINC1-3,32000,Nevada,2013,Per capita personal income (dollars),Dollars,0,"39,664",,39664.0
SAINC1-2,32000,Nevada,2013,Population (persons),Number of persons,0,"2,770,049",,2770049.0
SARPI-4,32000,Nevada,2013,Real per capita PCE (constant (2012) dollars),Constant 2012 dollars,0,"33,509",,33509.0
SARPI-2,32000,Nevada,2013,Real per capita personal income (constant (2012) dollars),Constant 2012 dollars,0,"39,178",,39178.0
SAINC1-3,33000,New Hampshire,2013,Per capita personal income (dollars),Dollars,0,"50,865",,50865.0
SAINC1-2,33000,New Hampshire,2013,Population (persons),Number of persons,0,"1,331,050",,1331050.0
SARPI-4,33000,New Hampshire,2013,Real per capita PCE (constant (2012) dollars),Constant 2012 dollars,0,"42,122",,42122.0
SARPI-2,33000,New Hampshire,2013,Real per capita personal income (constant (2012) dollars),Constant 2012 dollars,0,"49,595",,49595.0
SAINC1-3,34000,New Jersey,2013,Per capita personal income (dollars),Dollars,0,"54,813",,54813.0
SAINC1-2,34000,New Jersey,2013,Population (persons),Number of persons,0,"8,984,801",,8984801.0
SARPI-4,34000,New Jersey,2013,Real per capita PCE (constant (2012) dollars),Constant 2012 dollars,0,"38,911",,38911.0
SARPI-2,34000,New Jersey,2013,Real per capita personal income (constant (2012) dollars),Constant 2012 dollars,0,"50,472",,50472.0
SAINC1-3,35000,New Mexico,2013,Per capita personal income (dollars),Dollars,0,"35,088",,35088.0
SAINC1-2,35000,New Mexico,2013,Population (persons),Number of persons,0,"2,096,509",,2096509.0
SARPI-4,35000,New Mexico,2013,Real per capita PCE (constant (2012) dollars),Constant 2012 dollars,0,"31,438",,31438.0
SARPI-2,35000,New Mexico,2013,Real per capita personal income (constant (2012) dollars),Constant 2012 dollars,0,"36,373",,36373.0
SAINC1-3,36000,New York,2013,Per capita personal income (dollars),Dollars,0,"53,395",,53395.0
SAINC1-2,36000,New York,2013,Population (persons),Number of persons,0,"19,892,169",,19892169.0
SARPI-4,36000,New York,2013,Real per capita PCE (constant (2012) dollars),Constant 2012 dollars,0,"36,439",,36439.0
SARPI-2,36000,New York,2013,Real per capita personal income (constant (2012) dollars),Constant 2012 dollars,0,"48,855",,48855.0
SAINC1-3,37000,North Carolina,2013,Per capita personal income (dollars),Dollars,0,"38,394",,38394.0
SAINC1-2,37000,North Carolina,2013,Population (persons),Number of persons,0,"9,803,434",,9803434.0
SARPI-4,37000,North Carolina,2013,Real per capita PCE (constant (2012) dollars),Constant 2012 dollars,0,"33,414",,33414.0
SARPI-2,37000,North Carolina,2013,Real per capita personal income (constant (2012) dollars),Constant 2012 dollars,0,"40,082",,40082.0
SAINC1-3,38000,North Dakota,2013,Per capita personal income (dollars),Dollars,0,"54,900",,54900.0
SAINC1-2,38000,North Dakota,2013,Population (persons),Number of persons,0,"727,382",,727382.0
SARPI-4,38000,North Dakota,2013,Real per capita PCE (constant (2012) dollars),Constant 2012 dollars,0,"44,568",,44568.0
SARPI-2,38000,North Dakota,2013,Real per capita personal income (constant (2012) dollars),Constant 2012 dollars,0,"58,587",,58587.0
SAINC1-3,39000,Ohio,2013,Per capita personal income (dollars),Dollars,0,"41,259",,41259.0
SAINC1-2,39000,Ohio,2013,Population (persons),Number of persons,0,"11,611,630",,11611630.0
SARPI-4,39000,Ohio,2013,Real per capita PCE (constant (2012) dollars),Constant 2012 dollars,0,"35,940",,35940.0
SARPI-2,39000,Ohio,2013,Real per capita personal income (constant (2012) dollars),Constant 2012 dollars,0,"43,831",,43831.0
SAINC1-3,40000,Oklahoma,2013,Per capita personal income (dollars),Dollars,0,"44,017",,44017.0
SAINC1-2,40000,Oklahoma,2013,Population (persons),Number of persons,0,"3,848,112",,3848112.0
SARPI-4,40000,Oklahoma,2013,Real per capita PCE (constant (2012) dollars),Constant 2012 dollars,0,"32,592",,32592.0
SARPI-2,40000,Oklahoma,2013,Real per capita personal income (constant (2012) dollars),Constant 2012 dollars,0,"46,986",,46986.0
SAINC1-3,41000,Oregon,2013,Per capita personal income (dollars),Dollars,0,"39,788",,39788.0
SAINC1-2,41000,Oregon,2013,Population (persons),Number of persons,0,"3,924,064",,3924064.0
SARPI-4,41000,Oregon,2013,Real per capita PCE (constant (2012) dollars),Constant 2012 dollars,0,"33,592",,33592.0
SARPI-2,41000,Oregon,2013,Real per capita personal income (constant (2012) dollars),Constant 2012 dollars,0,"39,400",,39400.0
SAINC1-3,42000,Pennsylvania,2013,Per capita personal income (dollars),Dollars,0,"46,213",,46213.0
SAINC1-2,42000,Pennsylvania,2013,Population (persons),Number of persons,0,"12,846,775",,12846775.0
SARPI-4,42000,Pennsylvania,2013,Real per capita PCE (constant (2012) dollars),Constant 2012 dollars,0,"38,903",,38903.0
SARPI-2,42000,Pennsylvania,2013,Real per capita personal income (constant (2012) dollars),Constant 2012 dollars,0,"46,901",,46901.0
SAINC1-3,44000,Rhode Island,2013,Per capita personal income (dollars),Dollars,0,"45,447",,45447.0
SAINC1-2,44000,Rhode Island,2013,Population (persons),Number of persons,0,"1,068,168",,1068168.0
SARPI-4,44000,Rhode Island,2013,Real per capita PCE (constant (2012) dollars),Constant 2012 dollars,0,"36,269",,36269.0
SARPI-2,44000,Rhode Island,2013,Real per capita personal income (constant (2012) dollars),Constant 2012 dollars,0,"44,994",,44994.0
SAINC1-3,45000,South Carolina,2013,Per capita personal income (dollars),Dollars,0,"36,204",,36204.0
SAINC1-2,45000,South Carolina,2013,Population (persons),Number of persons,0,"4,740,306",,4740306.0
SARPI-4,45000,South Carolina,2013,Real per capita PCE (constant (2012) dollars),Constant 2012 dollars,0,"33,532",,33532.0
SARPI-2,45000,South Carolina,2013,Real per capita personal income (constant (2012) dollars),Constant 2012 dollars,0,"37,911",,37911.0
SAINC1-3,46000,South Dakota,2013,Per capita personal income (dollars),Dollars,0,"45,608",,45608.0
SAINC1-2,46000,South Dakota,2013,Population (persons),Number of persons,0,"841,206",,841206.0
SARPI-4,46000,South Dakota,2013,Real per capita PCE (constant (2012) dollars),Constant 2012 dollars,0,"37,809",,37809.0
SARPI-2,46000,South Dakota,2013,Real per capita personal income (constant (2012) dollars),Constant 2012 dollars,0,"49,877",,49877.0
SAINC1-3,47000,Tennessee,2013,Per capita personal income (dollars),Dollars,0,"39,454",,39454.0
SAINC1-2,47000,Tennessee,2013,Population (persons),Number of persons,0,"6,507,640",,6507640.0
SARPI-4,47000,Tennessee,2013,Real per capita PCE (constant (2012) dollars),Constant 2012 dollars,0,"33,210",,33210.0
SARPI-2,47000,Tennessee,2013,Real per capita personal income (constant (2012) dollars),Constant 2012 dollars,0,"41,735",,41735.0
SAINC1-3,48000,Texas,2013,Per capita personal income (dollars),Dollars,0,"44,816",,44816.0
SAINC1-2,48000,Texas,2013,Population (persons),Number of persons,0,"26,438,164",,26438164.0
SARPI-4,48000,Texas,2013,Real per capita PCE (constant (2012) dollars),Constant 2012 dollars,0,"33,798",,33798.0
SARPI-2,48000,Texas,2013,Real per capita personal income (constant (2012) dollars),Constant 2012 dollars,0,"44,884",,44884.0
SAINC1-3,49000,Utah,2013,Per capita personal income (dollars),Dollars,0,"36,511",,36511.0
SAINC1-2,49000,Utah,2013,Population (persons),Number of persons,0,"2,908,068",,2908068.0
SARPI-4,49000,Utah,2013,Real per capita PCE (constant (2012) dollars),Constant 2012 dollars,0,"29,501",,29501.0
SARPI-2,49000,Utah,2013,Real per capita personal income (constant (2012) dollars),Constant 2012 dollars,0,"36,715",,36715.0
SAINC1-3,50000,Vermont,2013,Per capita personal income (dollars),Dollars,0,"45,770",,45770.0
SAINC1-2,50000,Vermont,2013,Population (persons),Number of persons,0,"632,824",,632824.0
SARPI-4,50000,Vermont,2013,Real per capita PCE (constant (2012) dollars),Constant 2012 dollars,0,"41,650",,41650.0
SARPI-2,50000,Vermont,2013,Real per capita personal income (constant (2012) dollars),Constant 2012 dollars,0,"45,718",,45718.0
SAINC1-3,51000,Virginia,2013,Per capita personal income (dollars),Dollars,0,"48,573",,48573.0
SAINC1-2,51000,Virginia,2013,Population (persons),Number of persons,0,"8,269,638",,8269638.0
SARPI-4,51000,Virginia,2013,Real per capita PCE (constant (2012) dollars),Constant 2012 dollars,0,"36,154",,36154.0
SARPI-2,51000,Virginia,2013,Real per capita personal income (constant (2012) dollars),Constant 2012 dollars,0,"46,385",,46385.0
SAINC1-3,53000,Washington,2013,Per capita personal income (dollars),Dollars,0,"47,857",,47857.0
SAINC1-2,53000,Washington,2013,Population (persons),Number of persons,0,"6,974,173",,6974173.0
SARPI-4,53000,Washington,2013,Real per capita PCE (constant (2012) dollars),Constant 2012 dollars,0,"36,877",,36877.0
SARPI-2,53000,Washington,2013,Real per capita personal income (constant (2012) dollars),Constant 2012 dollars,0,"46,358",,46358.0
SAINC1-3,54000,West Virginia,2013,Per capita personal income (dollars),Dollars,0,"35,318",,35318.0
SAINC1-2,54000,West Virginia,2013,Population (persons),Number of persons,0,"1,856,642",,1856642.0
SARPI-4,54000,West Virginia,2013,Real per capita PCE (constant (2012) dollars),Constant 2012 dollars,0,"34,485",,34485.0
SARPI-2,54000,West Virginia,2013,Real per capita personal income (constant (2012) dollars),Constant 2012 dollars,0,"38,822",,38822.0
SAINC1-3,55000,Wisconsin,2013,Per capita personal income (dollars),Dollars,0,"43,050",,43050.0
SAINC1-2,55000,Wisconsin,2013,Population (persons),Number of persons,0,"5,757,204",,5757204.0
SARPI-4,55000,Wisconsin,2013,Real per capita PCE (constant (2012) dollars),Constant 2012 dollars,0,"36,588",,36588.0
SARPI-2,55000,Wisconsin,2013,Real per capita personal income (constant (2012) dollars),Constant 2012 dollars,0,"45,389",,45389.0
SAINC1-3,56000,Wyoming,2013,Per capita personal income (dollars),Dollars,0,"53,776",,53776.0
SAINC1-2,56000,Wyoming,2013,Population (persons),Number of persons,0,"580,930",,580930.0
SARPI-4,56000,Wyoming,2013,Real per capita PCE (constant (2012) dollars),Constant 2012 dollars,0,"38,183",,38183.0
SARPI-2,56000,Wyoming,2013,Real per capita personal income (constant (2012) dollars),Constant 2012 dollars,0,"54,772",,54772.0
SAINC1-3,01000,Alabama,2014,Per capita personal income (dollars),Dollars,0,"37,055",,37055.0
SAINC1-2,01000,Alabama,2014,Population (persons),Number of persons,0,"4,886,793",,4886793.0
SARPI-4,01000,Alabama,2014,Real per capita PCE (constant (2012) dollars),Constant 2012 dollars,0,"32,785",,32785.0
SARPI-2,01000,Alabama,2014,Real per capita personal income (constant (2012) dollars),Constant 2012 dollars,0,"39,982",,39982.0
SARPI-4,02000,Alaska,2014,Real per capita PCE (constant (2012) dollars),Constant 2012 dollars,0,"41,851",,41851.0
SARPI-2,02000,Alaska,2014,Real per capita personal income (constant (2012) dollars),Constant 2012 dollars,0,"52,621",,52621.0
SAINC1-3,02000,Alaska *,2014,Per capita personal income (dollars),Dollars,0,"55,867",*,55867.0
SAINC1-2,02000,Alaska *,2014,Population (persons),Number of persons,0,"737,638",*,737638.0
SAINC1-3,04000,Arizona,2014,Per capita personal income (dollars),Dollars,0,"38,756",,38756.0
SAINC1-2,04000,Arizona,2014,Population (persons),Number of persons,0,"6,638,196",,6638196.0
SARPI-4,04000,Arizona,2014,Real per capita PCE (constant (2012) dollars),Constant 2012 dollars,0,"33,301",,33301.0
SARPI-2,04000,Arizona,2014,Real per capita personal income (constant (2012) dollars),Constant 2012 dollars,0,"37,929",,37929.0
SAINC1-3,05000,Arkansas,2014,Per capita personal income (dollars),Dollars,0,"38,749",,38749.0
SAINC1-2,05000,Arkansas,2014,Population (persons),Number of persons,0,"2,961,191",,2961191.0
SARPI-4,05000,Arkansas,2014,Real per capita PCE (constant (2012) dollars),Constant 2012 dollars,0,"32,186",,32186.0
SARPI-2,05000,Arkansas,2014,Real per capita personal income (constant (2012) dollars),Constant 2012 dollars,0,"41,842",,41842.0
SAINC1-3,06000,California,2014,Per capita personal income (dollars),Dollars,0,"51,266",,51266.0
SAINC1-2,06000,California,2014,Population (persons),Number of persons,0,"38,636,290",,38636290.0
SARPI-4,06000,California,2014,Real per capita PCE (constant (2012) dollars),Constant 2012 dollars,0,"35,137",,35137.0
SARPI-2,06000,California,2014,Real per capita personal income (constant (2012) dollars),Constant 2012 dollars,0,"46,114",,46114.0
SAINC1-3,08000,Colorado,2014,Per capita personal income (dollars),Dollars,0,"50,797",,50797.0
SAINC1-2,08000,Colorado,2014,Population (persons),Number of persons,0,"5,342,996",,5342996.0
SARPI-4,08000,Colorado,2014,Real per capita PCE (constant (2012) dollars),Constant 2012 dollars,0,"37,158",,37158.0
SARPI-2,08000,Colorado,2014,Real per capita personal income (constant (2012) dollars),Constant 2012 dollars,0,"48,280",,48280.0
SAINC1-3,09000,Connecticut,2014,Per capita personal income (dollars),Dollars,0,"65,498",,65498.0
SAINC1-2,09000,Connecticut,2014,Population (persons),Number of persons,0,"3,614,695",,3614695.0
SARPI-4,09000,Connecticut,2014,Real per capita PCE (constant (2012) dollars),Constant 2012 dollars,0,"41,271",,41271.0
SARPI-2,09000,Connecticut,2014,Real per capita personal income (constant (2012) dollars),Constant 2012 dollars,0,"60,213",,60213.0
SAINC1-3,10000,Delaware,2014,Per capita personal income (dollars),Dollars,0,"46,015",,46015.0
SAINC1-2,10000,Delaware,2014,Population (persons),Number of persons,0,"935,160",,935160.0
SARPI-4,10000,Delaware,2014,Real per capita PCE (constant (2012) dollars),Constant 2012 dollars,0,"39,724",,39724.0
SARPI-2,10000,Delaware,2014,Real per capita personal income (constant (2012) dollars),Constant 2012 dollars,0,"44,847",,44847.0
SAINC1-3,11000,District of Columbia,2014,Per capita personal income (dollars),Dollars,0,"71,469",,71469.0
SAINC1-2,11000,District of Columbia,2014,Population (persons),Number of persons,0,"654,557",,654557.0
SARPI-4,11000,District of Columbia,2014,Real per capita PCE (constant (2012) dollars),Constant 2012 dollars,0,"51,559",,51559.0
SARPI-2,11000,District of Columbia,2014,Real per capita personal income (constant (2012) dollars),Constant 2012 dollars,0,"60,512",,60512.0
SAINC1-3,12000,Florida,2014,Per capita personal income (dollars),Dollars,0,"43,516",,43516.0
SAINC1-2,12000,Florida,2014,Population (persons),Number of persons,0,"19,795,405",,19795405.0
SARPI-4,12000,Florida,2014,Real per capita PCE (constant (2012) dollars),Constant 2012 dollars,0,"36,956",,36956.0
SARPI-2,12000,Florida,2014,Real per capita personal income (constant (2012) dollars),Constant 2012 dollars,0,"41,796",,41796.0
SAINC1-3,13000,Georgia,2014,Per capita personal income (dollars),Dollars,0,"39,969",,39969.0
SAINC1-2,13000,Georgia,2014,Population (persons),Number of persons,0,"10,077,700",,10077700.0
SARPI-4,13000,Georgia,2014,Real per capita PCE (constant (2012) dollars),Constant 2012 dollars,0,"33,759",,33759.0
SARPI-2,13000,Georgia,2014,Real per capita personal income (constant (2012) dollars),Constant 2012 dollars,0,"40,834",,40834.0
SARPI-4,15000,Hawaii,2014,Real per capita PCE (constant (2012) dollars),Constant 2012 dollars,0,"34,471",,34471.0
SARPI-2,15000,Hawaii,2014,Real per capita personal income (constant (2012) dollars),Constant 2012 dollars,0,"40,994",,40994.0
SAINC1-3,15000,Hawaii *,2014,Per capita personal income (dollars),Dollars,0,"46,044",*,46044.0
SAINC1-2,15000,Hawaii *,2014,Population (persons),Number of persons,0,"1,434,212",*,1434212.0
SAINC1-3,16000,Idaho,2014,Per capita personal income (dollars),Dollars,0,"37,680",,37680.0
SAINC1-2,16000,Idaho,2014,Population (persons),Number of persons,0,"1,640,181",,1640181.0
SARPI-4,16000,Idaho,2014,Real per capita PCE (constant (2012) dollars),Constant 2012 dollars,0,"30,992",,30992.0
SARPI-2,16000,Idaho,2014,Real per capita personal income (constant (2012) dollars),Constant 2012 dollars,0,"39,122",,39122.0
SAINC1-3,17000,Illinois,2014,Per capita personal income (dollars),Dollars,0,"49,238",,49238.0
SAINC1-2,17000,Illinois,2014,Population (persons),Number of persons,0,"12,970,348",,12970348.0
SARPI-4,17000,Illinois,2014,Real per capita PCE (constant (2012) dollars),Constant 2012 dollars,0,"37,131",,37131.0
SARPI-2,17000,Illinois,2014,Real per capita personal income (constant (2012) dollars),Constant 2012 dollars,0,"48,260",,48260.0
SAINC1-3,18000,Indiana,2014,Per capita personal income (dollars),Dollars,0,"41,188",,41188.0
SAINC1-2,18000,Indiana,2014,Population (persons),Number of persons,0,"6,609,839",,6609839.0
SARPI-4,18000,Indiana,2014,Real per capita PCE (constant (2012) dollars),Constant 2012 dollars,0,"34,354",,34354.0
SARPI-2,18000,Indiana,2014,Real per capita personal income (constant (2012) dollars),Constant 2012 dollars,0,"42,984",,42984.0
SAINC1-3,19000,Iowa,2014,Per capita personal income (dollars),Dollars,0,"44,699",,44699.0
SAINC1-2,19000,Iowa,2014,Population (persons),Number of persons,0,"3,121,583",,3121583.0
SARPI-4,19000,Iowa,2014,Real per capita PCE (constant (2012) dollars),Constant 2012 dollars,0,"36,129",,36129.0
SARPI-2,19000,Iowa,2014,Real per capita personal income (constant (2012) dollars),Constant 2012 dollars,0,"47,412",,47412.0
SAINC1-3,20000,Kansas,2014,Per capita personal income (dollars),Dollars,0,"47,013",,47013.0
SAINC1-2,20000,Kansas,2014,Population (persons),Number of persons,0,"2,911,506",,2911506.0
SARPI-4,20000,Kansas,2014,Real per capita PCE (constant (2012) dollars),Constant 2012 dollars,0,"35,397",,35397.0
SARPI-2,20000,Kansas,2014,Real per capita personal income (constant (2012) dollars),Constant 2012 dollars,0,"48,813",,48813.0
SAINC1-3,21000,Kentucky,2014,Per capita personal income (dollars),Dollars,0,"37,645",,37645.0
SAINC1-2,21000,Kentucky,2014,Population (persons),Number of persons,0,"4,428,679",,4428679.0
SARPI-4,21000,Kentucky,2014,Real per capita PCE (constant (2012) dollars),Constant 2012 dollars,0,"33,476",,33476.0
SARPI-2,21000,Kentucky,2014,Real per capita personal income (constant (2012) dollars),Constant 2012 dollars,0,"40,247",,40247.0
SAINC1-3,22000,Louisiana,2014,Per capita personal income (dollars),Dollars,0,"43,085",,43085.0
SAINC1-2,22000,Louisiana,2014,Population (persons),Number of persons,0,"4,648,811",,4648811.0
SARPI-4,22000,Louisiana,2014,Real per capita PCE (constant (2012) dollars),Constant 2012 dollars,0,"33,970",,33970.0
SARPI-2,22000,Louisiana,2014,Real per capita personal income (constant (2012) dollars),Constant 2012 dollars,0,"44,480",,44480.0
SAINC1-3,23000,Maine,2014,Per capita personal income (dollars),Dollars,0,"41,797",,41797.0
SAINC1-2,23000,Maine,2014,Population (persons),Number of persons,0,"1,336,530",,1336530.0
SARPI-4,23000,Maine,2014,Real per capita PCE (constant (2012) dollars),Constant 2012 dollars,0,"40,725",,40725.0
SARPI-2,23000,Maine,2014,Real per capita personal income (constant (2012) dollars),Constant 2012 dollars,0,"43,855",,43855.0
SAINC1-3,24000,Maryland,2014,Per capita personal income (dollars),Dollars,0,"53,659",,53659.0
SAINC1-2,24000,Maryland,2014,Population (persons),Number of persons,0,"6,008,975",,6008975.0
SARPI-4,24000,Maryland,2014,Real per capita PCE (constant (2012) dollars),Constant 2012 dollars,0,"36,788",,36788.0
SARPI-2,24000,Maryland,2014,Real per capita personal income (constant (2012) dollars),Constant 2012 dollars,0,"48,896",,48896.0
SAINC1-3,25000,Massachusetts,2014,Per capita personal income (dollars),Dollars,0,"58,924",,58924.0
SAINC1-2,25000,Massachusetts,2014,Population (persons),Number of persons,0,"6,819,480",,6819480.0
SARPI-4,25000,Massachusetts,2014,Real per capita PCE (constant (2012) dollars),Constant 2012 dollars,0,"43,503",,43503.0
SARPI-2,25000,Massachusetts,2014,Real per capita personal income (constant (2012) dollars),Constant 2012 dollars,0,"55,464",,55464.0
SAINC1-3,26000,Michigan,2014,Per capita personal income (dollars),Dollars,0,"41,207",,41207.0
SAINC1-2,26000,Michigan,2014,Population (persons),Number of persons,0,"9,974,630",,9974630.0
SARPI-4,26000,Michigan,2014,Real per capita PCE (constant (2012) dollars),Constant 2012 dollars,0,"36,474",,36474.0
SARPI-2,26000,Michigan,2014,Real per capita personal income (constant (2012) dollars),Constant 2012 dollars,0,"42,160",,42160.0
SAINC1-3,27000,Minnesota,2014,Per capita personal income (dollars),Dollars,0,"49,967",,49967.0
SAINC1-2,27000,Minnesota,2014,Population (persons),Number of persons,0,"5,473,353",,5473353.0
SARPI-4,27000,Minnesota,2014,Real per capita PCE (constant (2012) dollars),Constant 2012 dollars,0,"39,590",,39590.0
SARPI-2,27000,Minnesota,2014,Real per capita personal income (constant (2012) dollars),Constant 2012 dollars,0,"49,448",,49448.0
SAINC1-3,28000,Mississippi,2014,Per capita personal income (dollars),Dollars,0,"34,896",,34896.0
SAINC1-2,28000,Mississippi,2014,Population (persons),Number of persons,0,"2,987,621",,2987621.0
SARPI-4,28000,Mississippi,2014,Real per capita PCE (constant (2012) dollars),Constant 2012 dollars,0,"31,090",,31090.0
SARPI-2,28000,Mississippi,2014,Real per capita personal income (constant (2012) dollars),Constant 2012 dollars,0,"37,784",,37784.0
SAINC1-3,29000,Missouri,2014,Per capita personal income (dollars),Dollars,0,"41,963",,41963.0
SAINC1-2,29000,Missouri,2014,Population (persons),Number of persons,0,"6,060,459",,6060459.0
SARPI-4,29000,Missouri,2014,Real per capita PCE (constant (2012) dollars),Constant 2012 dollars,0,"36,643",,36643.0
SARPI-2,29000,Missouri,2014,Real per capita personal income (constant (2012) dollars),Constant 2012 dollars,0,"43,276",,43276.0
SAINC1-3,30000,Montana,2014,Per capita personal income (dollars),Dollars,0,"42,494",,42494.0
SAINC1-2,30000,Montana,2014,Population (persons),Number of persons,0,"1,024,998",,1024998.0
SARPI-4,30000,Montana,2014,Real per capita PCE (constant (2012) dollars),Constant 2012 dollars,0,"37,636",,37636.0
SARPI-2,30000,Montana,2014,Real per capita personal income (constant (2012) dollars),Constant 2012 dollars,0,"43,570",,43570.0
SAINC1-3,31000,Nebraska,2014,Per capita personal income (dollars),Dollars,0,"48,957",,48957.0
SAINC1-2,31000,Nebraska,2014,Population (persons),Number of persons,0,"1,889,916",,1889916.0
SARPI-4,31000,Nebraska,2014,Real per capita PCE (constant (2012) dollars),Constant 2012 dollars,0,"38,056",,38056.0
SARPI-2,31000,Nebraska,2014,Real per capita personal income (constant (2012) dollars),Constant 2012 dollars,0,"51,551",,51551.0
SAINC1-3,32000,Nevada,2014,Per capita personal income (dollars),Dollars,0,"41,773",,41773.0
SAINC1-2,32000,Nevada,2014,Population (persons),Number of persons,0,"2,809,771",,2809771.0
SARPI-4,32000,Nevada,2014,Real per capita PCE (constant (2012) dollars),Constant 2012 dollars,0,"34,222",,34222.0
SARPI-2,32000,Nevada,2014,Real per capita personal income (constant (2012) dollars),Constant 2012 dollars,0,"40,855",,40855.0
SAINC1-3,33000,New Hampshire,2014,Per capita personal income (dollars),Dollars,0,"52,643",,52643.0
SAINC1-2,33000,New Hampshire,2014,Population (persons),Number of persons,0,"1,339,224",,1339224.0
SARPI-4,33000,New Hampshire,2014,Real per capita PCE (constant (2012) dollars),Constant 2012 dollars,0,"42,723",,42723.0
SARPI-2,33000,New Hampshire,2014,Real per capita personal income (constant (2012) dollars),Constant 2012 dollars,0,"50,709",,50709.0
SAINC1-3,34000,New Jersey,2014,Per capita personal income (dollars),Dollars,0,"57,065",,57065.0
SAINC1-2,34000,New Jersey,2014,Population (persons),Number of persons,0,"9,033,845",,9033845.0
SARPI-4,34000,New Jersey,2014,Real per capita PCE (constant (2012) dollars),Constant 2012 dollars,0,"39,446",,39446.0
SARPI-2,34000,New Jersey,2014,Real per capita personal income (constant (2012) dollars),Constant 2012 dollars,0,"51,926",,51926.0
SAINC1-3,35000,New Mexico,2014,Per capita personal income (dollars),Dollars,0,"37,219",,37219.0
SAINC1-2,35000,New Mexico,2014,Population (persons),Number of persons,0,"2,095,037",,2095037.0
SARPI-4,35000,New Mexico,2014,Real per capita PCE (constant (2012) dollars),Constant 2012 dollars,0,"32,090",,32090.0
